contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"identical cow through the streets while suffering from pleuro-pneunomia, contrary to the provisions of the contagious diseases (animals) act, 1869, under which the metropolitan board of works prosecuted as the local authority. another summons was taken out under the 38th section of ""the sanitary act, 1866,"" against a man and wife for removing articles of clothing, bedding, &c., which had been exposed to infection in a house in which their own two children and several other persons had had scarlet fever, without any previous disinfection. this summons was also dismissed, but without costs, the private medical attendant in the case,",IslingtonMetropolitanBorough,wife,single term search,b18248743,IslingtonMetropolitanBorough.1875.b18248743.txt,1875
"was of a simple and innocent character. he therefore not only continued to attend to his business, but on tuesday, the 21st march (fifth day of the eruption), he resumed out-door exercise. no precautions were taken to prevent the spread of the disease, for none appeared necessary, and the unprotected wife and child were thus exposed to the full force of the contagion. the wife fell ill, but not until sunday, the 2nd april, and again the gravity of the case appears to have been overlooked: the eruption of small-pox appeared on wednesday, the 5th april, and was recognised on",Kensington,wife,single term search,b19824178,Kensington.1875.b19824178.txt,1875
"every part of the house, when there appears to have been a thorough anxiety on all hands to prevent it—showing that in the strict sense of the word, the sufferer was ""without proper accommodation,"" though lodged in a separate room with his nurse. but then, the nurse is usually the wife or mother, and it is too much to expect that in the ranks of the poor those precautions which are so successful in large houses tenanted by single families can be practised; hence it follows that there is no safety unless the patient is removed without delay at the",Kensington,wife,single term search,b1982418x,Kensington.1876.b1982418x.txt,1876
"sanitary authority of the district that the cellar in which three or four persons resided was in a foul, unwholesome and uninhabitable state, and that the child's death was, in their opinion, accelerated by its condition. on visiting this cellar it was found to be occupied by a foreigner, his wife and child, aud a man lodger; and was used by these parties as a living and sleeping room, for which three shillings per week was paid for rent. this cellar, which was originally used as a wash-house and coal cellar, is dark and ill-ventilated, and is totally unfit to",Whitechapel,wife,single term search,b19883523,Whitechapel.1877.b19883523.txt,1877
"two nurses employed in the stockwell fever hospital, a female patient whoso address was unknown, a labourer who died at st. thomas's hospital, and whose residence was at 24, lambeth walk, a female, aged 19, the daughter of a printer, at 7, high street, and a woman, aged 62, the wife of a sawyer, residing at 26, ridgway road, brixton. typhoid fever showed an increase (as compared with the mortality of the previous year) in the waterloo 1st; lambeth church 1st and 2nd; kennington 2nd; and norwood; but in the other sub-districts there was a marked decline. the 12 deaths",Lambeth,wife,single term search,b19954207,Lambeth.1877.b19954207.txt,1877
"messrs. robert foottit and edward james talbot the churchwardens for the time being. the following is an extract from the will of the late mr. john sprunt, with reference to the said bequest, viz. :— ""it is my wish and desire that after my decease, and that of my dear wife mary m sprunt, to give as a legacy the sum of £200 consols to the churchwardens for the time being, for ever, of the parish of st. mary, rotherhithe, in the county of surrey, to be invented in their names in the government stock of great britain, and i",Rotherhithe,wife,single term search,b19955650,Rotherhithe.1877.b19955650.txt,1877
"and to carry out necessary works at the cost of the parties liable, laying an embargo on the 'rent' to recoup the cost of the work done and the necessary supervision. dairies, &c., order, 1879.— proceedings were taken against a dairyman, under sec. 9 of this order, for allowing his wife to take part in the conduct of his business while she was nursing members of her family suffering from an infectious disease. when the dairy was visited the proprietor, two of his grown-up children also, and two lodgers were found to be suffering from small-pox; and it transpired that",Kensington,wife,single term search,b19824208,Kensington.1878.b19824208.txt,1878
"that the disease was imported. in one house, where the drains and water supply apparatus were not defective, there were seven cases, which occurred in the following order. the father, after a short illness, showed decided symptoms or enteric fever on september 4th, and was nursed at home by his wife and eldest daughter. after an illness of 6 weeks he became convalescent, but shortly afterwards suffered from a relapse. a few days after his first convalescence his eldest daughter was attacked, then his wife, and subsequently the other children, the last showing premonitory symptoms on november 6th. all except",Hackney,wife,single term search,b19885313,Hackney.1878.b19885313.txt,1878
"earth around it was removed, as also the contents of a cesspool found under the watercloset, and a proper drain provided. nos. 7 and 8, bateman's row, 2 houses.—generally dirty and dilapidated. in the underground room or cellar of no. 27 measuring 525 cubicfeet, were found living a man, his wife and 4 children. the atmosphere was filthy in the extreme. in one corner of this place stood a sink, having no cover or trap to its waste pipe, which went direct into the drain under the floor; in the other corner (placed against the door. of what had been",Shoreditch,wife,single term search,b20056722,Shoreditch.1878.b20056722.txt,1878
"afterwards sickened, was conveyed iu a fly to gravesend, and by train to london. he appears not to have gone to his former home, but to st thomas's hospital, where he died from typhus fever. case 2 is daniel h, the husband of jane h. he was not with his wife hop-picking, and on his wife's removal to hospital, he changed his lodging and lived at 29, broad street, st. giles, where he sickened, and was removed by the guardians to stockwell hospital on on 31st october, with typhus fever. case 3.—annie o, ætat. 16, who formed one of the",StGilesCamden,wife,single term search,b19875745,StGilesCamden.1879.b19875745.txt,1879
